Original_Label	RootTips_ID	Rhizo_ID	Treatment_LandUseHistory	Salvage_Harvest_Status	Treatment_Moisture	Logging	Treatment_GermintationRate	Height	MeanCanWidth	AbovegroundBiomass	RootDryMass	RootToShootRatio	pH	Texture_Name	Texture_PercentClay	Texture_PercentSilt	Texture_PercentSand	Total_C_percent	Total_N_percent	Na_waterextract_mgperL	NH4_waterextract_mgperL	K_waterextract_mgperL	Mg_waterextract_mgperL	Ca_waterextract_mgperL	Cl_waterextract_mgperL	NO3_waterextract_mgperL	PO4_waterextract_mgperL	SO4_waterextract_mgperL	Fungal_Shannons_Rhizo	Fungal_ObservedFeatures_Rhizo	Fungal_EMF_RA_Rhizo	Fungal_EMF_ObservedFeatures_Rhizo	Fungal_PlantPathogen_RA_Rhizo	Fungal_FungalParasite_RA_Rhizo	Fungal_Shannons_RootTips	Fungal_ObservedFeatures_RootTips	Fungal_EMF_RA_RootTips	Fungal_EMF_ObservedFeatures_RootTips	Fungal_PlantPathogen_RA_RootTips	Fungal_FungalParasite_RA_RootTips	Prokayote_Shannons_Rhizo	Prokayote_ObservedFeatures_Rhizo	vip_mean_ITS_rhizosphere_height_positiveassociations	vip_mean_ITS_rhizosphere_height_negativeassociations	vip_mean_ITS_rhizosphere_meancanwidth_positiveassociations	vip_mean_ITS_rhizosphere_meancanwidth_negativeassociations	vip_mean_ITS_rhizosphere_roottoshootratio_positiveassociations	vip_mean_ITS_rhizosphere_roottoshootratio_negativeassociations	vip_mean_ITS_rhizosphere_abovegroundbiomass_positiveassociations	vip_mean_ITS_rhizosphere_abovegroundbiomass_negativeassociations	vip_mean_ITS_rhizosphere_rootdrymass_positiveassociations	vip_mean_ITS_rhizosphere_rootdrymass_negativeassociations	vip_mean_ITS_roottips_height_positiveassociations	vip_mean_ITS_roottips_height_negativeassociations	vip_mean_ITS_roottips_meancanwidth_positiveassociations	vip_mean_ITS_roottips_roottoshootratio_positiveassociations	vip_mean_ITS_roottips_roottoshootratio_negativeassociations	vip_mean_ITS_roottips_abovegroundbiomass_positiveassociations	vip_mean_ITS_roottips_rootdrymass_positiveassociations	vip_mean_ITS_roottips_rootdrymass_negativeassociations
2Pre_W_17	NA	SFSP88	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	3.9	4.1	0.1852	0.644554869	3.480317864	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.342647466	248	0.218522793	12	0.042719251	0.000627072	NA	NA	NA	NA	NA	NA	NA	NA	0.005152345	0.001294455	0.000161247	0.005973977	0.000148585	0.005294027	0.005133718	0.002986988	0.002513376	0.000231419	NA	NA	NA	NA	NA	NA	NA	NA
2Pre_W_20	RT12	NA	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	2.2	1.5	0.0435	0.0508	1.167816092	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878717703	34	0.038297872	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002082915	0	0.00138861	0	0	0	0.000458305	0.021432786
2Pre_W_21	RT13	NA	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	NA	NA	NA	0.0693	NA	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.407517259	36	0.504682622	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002647465	0	0.001764977	0.001276456	0	0	0.000567314	0.01069488
2Pre_W_22	NA	SFSP89	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	5	4.9	NA	1.454525993	NA	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.263225868	226	0.04122583	12	0.007158459	0.002465451	NA	NA	NA	NA	NA	NA	5.717914716	766	0.001467917	0.001092152	0.000211942	0.005325591	6.95E-05	0.001184666	8.15E-05	0.002662795	0.01662574	6.01E-05	NA	NA	NA	NA	NA	NA	NA	NA
2Pre_W_24	NA	SFSP90	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	3.9	4.7	0.158	0.46658156	2.95304785	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.925884162	267	0.104008078	9	0.118489853	0.000668003	NA	NA	NA	NA	NA	NA	6.333295963	1244	0.001347523	0.001170156	0.000294843	0.005228849	8.33E-05	0.001380795	0.000264012	0.002614424	0.002199453	0.000197074	NA	NA	NA	NA	NA	NA	NA	NA
2Pre_W_28	NA	SFSP91	2ndPreMPB	Non_Salvage_Harvested	Wet	Logged	0.366666667	5.5	4.85	0.1784	0.448924581	2.51639339	NA	SANDY LOAM	10.65692373	31.11001966	58.2330566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.701898515	245	0.247431947	12	0.01668959	0.000555438	NA	NA	NA	NA	NA	NA	6.033725592	995	0.003096236	0.001165097	0.000264494	0.005051841	0.000142929	0.001491454	0.000545265	0.00252592	0.003383122	0.000217473	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_01	RT21	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.7	2.65	0.0569	0.145	2.548330404	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949555296	67	0.920811972	5	0.001749271	9.72E-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000174117	0.019177195	0.000116078	0.000789602	0	0	3.73E-05	0.00292197
1Post_W_03	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	1.4	1.1	0.0111	0.0289	2.603603604	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_05	RT22	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.9	3.15	0.0862	0.2054	2.382830626	6.251	SANDY LOAM	8.570496629	17.24302298	74.18648039	1.807	0.1279	2.091344292	0.963186916	2.614770288	1.103974198	6.373417034	1.965334115	8.274641075	0.16100254	3.265491667	NA	NA	NA	NA	NA	NA	0.942500481	124	0.789222406	7	0.012261283	0.004113591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.00111948	0	0.00047197	0	0	7.10E-05	0.000296632
1Post_W_06	NA	SFSP100	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.6	3.15	0.0813	0.214310186	2.636041647	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.545742538	245	0.007007801	7	0.045319684	0.002015718	NA	NA	NA	NA	NA	NA	6.280535843	1437	6.09E-05	0.002282971	0	0.007383417	8.89E-05	0.001280899	7.49E-05	0.004249428	3.84E-05	0.002146576	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_08	NA	SFSP101	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.8	3.15	0.0727	0.155	2.132049519	6.05	SANDY LOAM	8.570496629	17.24302298	74.18648039	1.4819	0.1191	1.764611966	0.226326606	2.513926288	1.240670309	8.636388077	1.902918627	10.04542979	0.112294798	2.874409766	3.702962246	269	0.0271373	8	0.011988555	0.001816881	NA	NA	NA	NA	NA	NA	6.01178434	1400	1.70E-05	0.0024299	0	0.009881974	0.000137834	0.004003338	2.09E-05	0.005502504	4.55E-05	0.003950087	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_09	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.5	3.6	NA	0.252983922	NA	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_10	RT23	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	2.9	2.9	0.0599	0.148	2.470784641	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585418805	65	0.972569089	8	0.001576302	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011966637	0.00026035	0.007977758	3.55E-05	0	0.011760724	0.002595724	0.002493819
1Post_W_11	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.2	3.1	0.105	0.1809	1.722857143	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_12	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	1	2.95	0.065	0.1843	2.835384615	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_13	RT24	SFSP102	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.5	3.05	0.065	0.1552	2.387692308	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.643265546	307	0.004733394	4	0.021422451	0.001507707	0.928980133	149	0.642423035	6	0.003311634	0	6.160594986	1157	2.03E-06	0.002764852	0	0.008417125	0.000188359	0.001224484	2.50E-06	0.005239009	2.96E-05	0.002685188	0.000217622	0.112463099	0.000145081	0.00083737	0	0	0.000147334	0.014183487
1Post_W_14	RT25	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.6	3.15	0.0641	0.1913	2.984399376	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.794241055	65	0.862485833	7	0.020380128	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03070061	0.000150706	0.028524064	0	0.012085485	0.042725233	0.006588639	0.000272713
1Post_W_15	NA	SFSP103	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.8	3.3	0.0909	0.253033012	2.783641494	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.137661044	183	0.449691766	5	0.004806298	0.007064429	NA	NA	NA	NA	NA	NA	6.159841257	1225	0.004571939	0.000774808	0	0.00265693	7.09E-05	0.004684299	0.005627002	0.001592604	4.39E-05	0.001499666	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_16	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.8	3.6	0.0693	0.198	2.857142857	6.204	SANDY LOAM	8.570496629	17.24302298	74.18648039	3.9851	0.1014	1.454288595	0.528060174	1.923143967	1.096824001	10.75681974	1.403298579	11.39999796	0.140341159	2.017347961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_17	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	2.6	1.6	0.0212	0.0529	2.495283019	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_18	NA	SFSP104	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.6	4.6	0.0762	0.282765461	3.710832821	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.010139817	351	0.004990619	9	0.022931221	0.00293604	NA	NA	NA	NA	NA	NA	6.100494979	1227	2.26E-05	0.002617592	7.23E-05	0.009749157	0.000139563	0.001979945	2.78E-05	0.005729041	7.48E-05	0.003263103	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_19	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.7	2.75	NA	NA	NA	5.87	SANDY LOAM	8.570496629	17.24302298	74.18648039	1.5717	0.1165	0.848711882	0.467078992	2.978133258	1.139991167	6.287431155	0.869096839	9.941733238	0.521765604	1.219986619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_20	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.9	2.75	0.0396	0.2042	5.156565657	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_22	NA	SFSP105	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.4	2.75	0.0753	0.159953379	2.124214865	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.121836155	237	0.012951485	6	0.006258924	0.002440482	NA	NA	NA	NA	NA	NA	6.214602398	1317	3.42E-05	0.001327323	0	0.004860212	7.50E-05	0.000821795	4.21E-05	0.002791198	4.13E-05	0.001399173	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_23	RT26	SFSP106	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.2	3.9	0.1056	0.2795	2.646780303	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.918669606	241	0.045298119	5	0.007128791	0.000968107	0.524765032	28	0.965665236	5	0	0	6.256696399	1462	0	0.000958756	0	0.003589148	6.52E-05	0.000949161	0	0.00211636	2.30E-05	0.001183854	8.46E-06	0	5.64E-06	1.27E-05	0.000894116	0	0.032857264	0.000317416
1Post_W_25	NA	SFSP107	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.4	4.8	0.089	0.283331718	3.183502449	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.408880069	289	0.009002692	5	0.02169594	0.002061394	NA	NA	NA	NA	NA	NA	6.201920086	1301	2.10E-05	0.001883237	6.72E-05	0.007072634	0.000108164	0.001146255	2.58E-05	0.004407279	5.26E-05	0.002393041	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_27	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	3.1	2.05	0.0308	0.0686	2.227272727	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_29	NA	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.2	3	0.0685	0.1903	2.77810219	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1Post_W_30	RT27	NA	1stPostMPB	Salvage_Harvested	Wet	Logged	0.733333333	4.6	2.85	0.0618	0.2151	3.480582524	NA	SANDY LOAM	8.570496629	17.24302298	74.18648039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.426638759	36	0.601876676	5	0.00185907	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1.00E-04	0	0.00089955	0	0	0	0.009715142
2Post_W_02	NA	NA	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2	0.85	0.0164	0.0157	0.957317073	6.374	SANDY LOAM	9.044816804	25.15202481	65.80315839	2.1249	0.1352	2.080837981	0.91158853	1.834417669	1.217881269	6.909537087	1.593725853	7.76692347	0.12772354	2.526249336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_03	NA	SFSP156	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	4	3.2	0.0682	0.153546785	2.251419131	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.115982241	230	0.062836073	14	0.005521499	0.000376795	NA	NA	NA	NA	NA	NA	NA	NA	2.08E-05	0.002560758	0	0.007463444	2.51E-06	0.004474846	1.78E-05	0.004257061	0.000242414	0.00426793	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_04	NA	SFSP157	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	3.5	2.85	NA	0.153612933	NA	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.952069538	285	0.125809175	17	0.043177	0.00074978	NA	NA	NA	NA	NA	NA	5.41873004	605	0.000161591	0.005137287	0	0.015758312	5.22E-05	0.00464519	0.000171037	0.009026449	0.000546078	0.004411063	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_05	RT69	SFSP158	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2.8	2.15	0.059	0.1256	2.128813559	6.216	SANDY LOAM	9.044816804	25.15202481	65.80315839	1.3389	0.104	2.001231131	1.69314959	2.321627476	1.377350216	7.435816893	1.864651148	9.806614364	0.082374523	2.373226249	3.523627312	204	0.01373559	5	0.003161091	0.00154321	0.791217337	44	0.639118457	6	0.002627466	0	5.803825241	787	0	0.001731133	0	0.007317802	0.000134983	0.001263883	0	0.004184712	6.49E-05	0.002508407	3.40E-05	0.007187781	2.27E-05	0	0	0	6.23E-05	0.001352957
2Post_W_09	RT70	SFSP159	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2.2	1.4	0.0479	0.0395	0.824634656	6.398	SANDY LOAM	9.044816804	25.15202481	65.80315839	1.8794	0.1283	2.086470753	0.201671054	2.617683315	1.395151419	8.368500615	1.685387742	7.455389809	0.075212425	3.273359369	3.367069876	227	0.014225182	12	0.030742306	0.000148593	0.671906879	39	0.283464567	2	0.000742167	0	NA	NA	0	0.003228603	0	0.010228173	4.83E-05	0.001233691	0	0.005642418	0.000204128	0.003266301	0	0.000481406	4.46E-06	0	0.006268303	0	0	0.000117416
2Post_W_15	NA	NA	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2.5	0.85	0.0143	0.0496	3.468531469	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_17	RT71	SFSP160	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2.5	2.45	0.0535	0.1538	2.874766355	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.981914261	224	0.020444538	11	0.004856767	0.000219515	0.893334521	60	0.965991406	13	0.000324123	0	5.645050089	631	0	0.002211612	0	0.005288936	4.88E-05	0.001643313	0	0.003035479	0.000178772	0.00265552	0	0.206709343	0	0	0	0	0	0.01527396
2Post_W_18	NA	SFSP161	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	3.7	3.4	0.0682	0.259984186	3.812084844	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.806130969	302	0.163658716	20	0.012911851	0.001080566	NA	NA	NA	NA	NA	NA	NA	NA	1.49E-05	0.00502738	0	0.015027197	4.12E-05	0.002340209	0	0.008690317	0.000513921	0.004683471	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_21	RT72	NA	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2.7	2.2	0.0823	0.176	2.138517618	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76963917	27	0.986862148	4	0.003940181	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.245477747	0	0	0	0	9.59E-06	0.020196157
2Post_W_23	RT73	NA	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	2	1.8	0.0253	0.0429	1.695652174	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628753491	49	0.983180605	5	0.000962149	0.001228275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.288603656	0	0	0	0	0	0.022211804
2Post_W_25	NA	SFSP162	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	4	3.35	0.0883	0.190318516	2.155362585	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.687077595	232	0.124521791	14	0.008016369	0.00036438	NA	NA	NA	NA	NA	NA	5.482608141	678	1.58E-05	0.004893909	0	0.015374051	9.54E-05	0.002443217	1.94E-05	0.008485859	0.00050028	0.005613638	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_26	NA	SFSP163	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	3.2	3.25	0.0543	0.153574212	2.828254369	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.819188346	273	0.061251843	17	0.017751113	0.003814118	NA	NA	NA	NA	NA	NA	5.660846148	848	4.51E-05	0.005896421	0	0.017689263	0.000169693	0.001902478	5.55E-05	0.010192458	0.000362357	0.004973244	NA	NA	NA	NA	NA	NA	NA	NA
2Post_W_30	RT74	NA	2ndPostMPB	Salvage_Harvested	Wet	Logged	0.433333333	3.3	2.3	0.0652	0.0869	1.332822086	NA	SANDY LOAM	9.044816804	25.15202481	65.80315839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676234527	46	0.879235575	4	0.070038723	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000469009	0.287602921	0.000312673	0	0	0.000469009	0.000189837	0.023304395
RC_W_03	RT75	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.6	4.25	0.1271	0.3441	2.707317073	6.12	SANDY LOAM	11.36339286	20.06075893	68.57584821	5.3285	0.2102	2.599843597	1.905828331	2.267644344	1.881900254	11.14527533	2.623926367	11.15495895	0.242719492	3.191590287	NA	NA	NA	NA	NA	NA	1.169181782	174	0.080435546	13	0.000796085	0.000983399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001311199	0.002505327	0.000874133	8.19E-05	0.000917059	0	0.001094617	0.000204447
RC_W_06	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.4	5	NA	NA	NA	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_07	RT76	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	3.5	2.95	0.0942	0.2085	2.213375796	5.989	SANDY LOAM	11.36339286	20.06075893	68.57584821	4.9234	0.1968	2.36734212	2.450316937	2.205790417	1.598918742	9.539478693	2.097026922	12.71074529	0.1253723	3.597856682	NA	NA	NA	NA	NA	NA	1.397400824	207	0.056044568	10	0.00233252	0.000108489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012566676	0.000108489	0.008377784	0.00058313	0	0	0.004133248	0.000599999
RC_W_09	NA	SFSP164	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	3.2	3.5	0.0526	0.348233721	6.620412951	6.14	SANDY LOAM	11.36339286	20.06075893	68.57584821	8.3545	0.2736	2.558185777	2.313938459	2.090083165	1.569527308	9.125960052	2.303286434	10.52772486	0.234256984	3.040443648	3.445991736	227	0.30353839	10	0.006067526	0.002250856	NA	NA	NA	NA	NA	NA	6.208203376	1200	0.00013864	0.000378405	9.13E-05	0.001843092	0.001589024	0.000473006	9.79E-05	0.000921546	0.000913391	0.000302651	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_10	NA	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	3.3	2.75	0.0676	0.1684	2.49112426	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RC_W_11	RT77	NA	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	3.5	2.9	0.1187	0.3589	3.02358888	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.575948862	123	0.704878991	9	0	0.00407189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000249618	0.000202814	0.000166412	0.000503136	0	0	0.000351025	5.94E-05
RC_W_15	RT78	SFSP165	Recent_Cut	Salvage_Harvested	Wet	Logged	0.566666667	4.5	3.25	0.1249	0.2281	1.826261009	NA	SANDY LOAM	11.36339286	20.06075893	68.57584821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.934175867	175	0.305635838	7	0.002506266	0.000844216	0.878378546	124	0.788671875	9	0.000230725	0.008729091	5.939449092	1122	0.000248978	0.000180715	7.91E-05	0.000685925	8.68E-05	0.000688857	0.000168437	0.000342963	0.00047647	0.004778027	0.000865218	0.00131385	0.000576812	0.000173044	0	0	0.000674321	9.61E-05
