Sample	Sample_Type	Tree	Time_Point	Replicate	Treatment_LandUseHistory	Salvage_Harvest_Status	Treatment_Moisture	Acephala	Achroiostachys	Agaricus	Alternaria	Amanita	Antrodiella	Apiotrichum	Apseudocercosporella	Ascochyta	Aspergillus	Aureobasidium	Auricularia	Barrenia	Basidioascus	Beauveria	Bergerella	Bovista	Cadophora	Calonarius	Calvatia	Candida	Candolleomyces	Ceratobasidiaceae_gen_Incertae_sedis	Chaetomium	Chaetospermum	Chalara	Chroogomphus	Chrysozyma	Cladophialophora	Cladosporium	Clarireedia	Clitopilus	Clonostachys	Coleophoma	Coniochaeta	Coprinellus	Coprinopsis	Cortinarius	Cosmospora	Cristulariella	Curvularia	Cutaneotrichosporon	Cyphellophora	Cystobasidium	Darksidea	Debaryomyces	Didymosphaeria	Diversispora	Dothiora	Emericellopsis	Entoloma	Entomocorticium	Epicoccum	Erysiphe	Filobasidium	Fonsecaea	Fontanospora	Funneliformis	Furcasterigmium	Fusarium	Gaeumannomyces	Ganoderma	Gliomastix	Gloeopycnis	Gymnopilus	Gyoerffyella	Hanseniaspora	Harzia	Hebeloma	Helotiales_gen_Incertae_sedis	Humicola	Hyaloscyphaceae_gen_Incertae_sedis	Hydnum	Hygrophorus	Hypoderma	Ilyonectria	Inocybe	Juncaceicola	Knufia	Laccaria	Lachnum	Lactarius	Lentithecium	Leohumicola	Leucosporidium	Linnemannia	Lophiostoma	Lycoperdon	Lyophyllum	Macroconia	Mallocybe	Mariannaea	Megalocystidium	Metapochonia	Microbotryum	Microdochium	Minimelanolocus	Morchella	Mortierella	Mrakia	Mucor	Mycena	Mycodidymella	Myrtapenidiella	Naganishia	Neoantrodia	Neoascochyta	Neocucurbitaria	Neodidymelliopsis	Neofabraea	Neophaeomoniella	Nigrospora	Nodulosphaeria	Oculimacula	Odontia	Panaeolina	Papiliotrema	Parabartalinia	Paraboeremia	Paraleptosphaeria	Paraphaeosphaeria	Paraphoma	Penicillium	Pezicula	Peziza	Phenoliferia	Phialocephala	Phlebia	Phlebiopsis	Phlegmacium	Piloderma	Plectosphaerella	Pluteus	Polyozellus	Psathyrella	Pseudeurotium	Pseudofusicoccum	Pseudogymnoascus	Pseudopezicula	Pseudophaeomoniella	Pseudosperma	Pseudoteratosphaeria	Pyrenochaetopsis	Rhizopogon	Rhodosporidiobolus	Rhodotorula	Rickenella	Russula	Sarcodon	Satchmopsis	Sclerostagonospora	Sebacina	Selenophoma	Septoriella	Serendipita	Serendipitaceae_gen_Incertae_sedis	Simplicillium	Solicoccozyma	Stagonospora	Stagonosporopsis	Strobilurus	Subulicystidium	Suillus	Symmetrospora	Talaromyces	Thaxterogaster	Thelephora	Thelephoraceae_gen_Incertae_sedis	Thelonectria	Thyronectria	Tolypocladium	Tomentella	Tomentellopsis	Torula	Trichocladium	Trichoderma	Tricholoma	Tricladium	Tubaria	Umbelopsis	Unknown	Vacuiphoma	Venturia	Verticillium	Vishniacozyma	Vuilleminia	Wilcoxina	Xenodidymella	Xenopenidiella
RT69	Root Tip	Tree	Day_of_Harvest	5	2ndPostMPB	Salvage_Harvested	Wet	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	16	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	24	154	86	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21	9	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	702	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	18	0	0	3	41093	0	0	0	0	0	619	0	0
RT70	Root Tip	Tree	Day_of_Harvest	9	2ndPostMPB	Salvage_Harvested	Wet	1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	23	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47508	0	0	0	0	0	72	0	0
RT71	Root Tip	Tree	Day_of_Harvest	17	2ndPostMPB	Salvage_Harvested	Wet	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	51	0	0	0	69	0	0	0	0	0	0	128	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	56	17	0	43	0	0	0	0	0	0	0	0	0	0	35	0	0	0	8	0	0	0	0	0	0	0	78	0	0	72	0	62	0	0	0	0	0	0	0	5	0	0	0	0	0	244	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	12278	0	0	0	0	0	23238	0	0
RT72	Root Tip	Tree	Day_of_Harvest	21	2ndPostMPB	Salvage_Harvested	Wet	5237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	195	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	7919	0	0	0	0	0	31072	0	0
RT73	Root Tip	Tree	Day_of_Harvest	23	2ndPostMPB	Salvage_Harvested	Wet	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	41	0	26	0	32	0	0	0	66	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	27	0	0	0	0	0	5	0	126	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	5569	0	0	0	0	0	42294	0	0
RT74	Root Tip	Tree	Day_of_Harvest	30	2ndPostMPB	Salvage_Harvested	Wet	33	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	3	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	2912	14	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	619	0	0	0	204	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	344	0	0	0	0	0	0	682	0	0	0	0	0	35840	0	0
RT75	Root Tip	Tree	Day_of_Harvest	3	Recent_Cut	Salvage_Harvested	Wet	17193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10368	0	0	24	0	0	25	0	0	0	0	0	0	0	0	0	0	0	42	0	0	7	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	18	129	0	0	18	16	0	0	0	2	0	0	0	614	2145	0	19	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	494	0	0	0	0	0	0	0	57	0	0	3	0	292	0	44	0	0	0	0	0	546	0	52	0	0	0	43	0	0	0	0	0	0	0	51	0	0	3	0	0	0	0	15	56	0	0	0	21	0	0	0	0	0	9	0	0	9	9008	0	9	0	0	0	314	0	0
RT76	Root Tip	Tree	Day_of_Harvest	7	Recent_Cut	Salvage_Harvested	Wet	9339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	34	0	0	40	0	0	0	0	418	0	0	0	7	0	8	0	0	0	0	0	0	0	87	0	28	65	0	0	0	11	0	68	0	411	0	0	0	1130	2205	0	19	73	0	0	0	0	0	0	0	0	0	213	0	0	5	13	0	72	14	0	0	0	0	0	0	0	30	0	0	0	0	205	0	0	0	1673	0	0	0	0	0	0	0	26	0	0	0	0	383	0	157	0	0	0	0	0	113	0	0	0	0	0	116	0	0	0	0	579	0	0	2223	0	0	7	18	0	0	0	0	32	0	0	0	20	0	0	0	0	0	49	0	0	127	16096	0	19	16	0	0	207	0	0
RT77	Root Tip	Tree	Day_of_Harvest	11	Recent_Cut	Salvage_Harvested	Wet	1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	47	5	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	4	0	1096	0	0	200	1530	89	0	0	85	0	0	0	0	0	0	0	0	0	29	23	17	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	205	0	19	0	0	0	0	0	0	0	0	0	0	0	728	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	10702	0	0	0	0	0	0	0	24	4270	0	0	0	0	16	224	0	0
RT78	Root Tip	Tree	Day_of_Harvest	15	Recent_Cut	Salvage_Harvested	Wet	5616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7237	0	0	430	0	3	27	0	0	15	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	3	0	0	0	55	0	0	0	13	0	0	0	0	0	0	0	0	0	11	0	32	50	0	0	0	41	0	0	0	0	0	0	0	647	368	0	0	0	0	0	0	0	0	0	0	0	0	119	95	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	19	0	0	0	287	0	2	0	0	0	0	0	5	0	0	4	0	186	0	26	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	16	0	0	275	0	0	10	0	0	0	0	0	9979	0	0	0	0	0	0	0	0	0	0	0	0	19	25931	0	2	0	0	0	9	0	0
RT79	Root Tip	Tree	Day_of_Harvest	17	Recent_Cut	Salvage_Harvested	Wet	4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	394	0	0	12	0	0	20	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	248	6044	0	0	0	0	0	0	0	0	0	0	0	0	37	0	8	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	55	0	88	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	4	0	0	0	0	0	41371	0	0	0	0	0	0	0	0	0	0	0	0	14	1404	0	0	0	53	0	16	0	0
RT8	Root Tip	Tree	Day_of_Harvest	1	2ndPreMPB	Non_Salvage_Harvested	Wet	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	386	0	0	93	45	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	11	0	0	0	0	36	0	14	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	255	0	28	0	0	0	0	0	0	0	0	21717	0	0	0	0	0	0	0	0	0	0	0	0	4	40652	0	0	0	0	0	12	0	0
RT80	Root Tip	Tree	Day_of_Harvest	20	Recent_Cut	Salvage_Harvested	Wet	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	535	0	0	93	0	5	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	12	0	47	0	0	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	176	0	0	4	1341	1444	0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	157	0	0	0	0	2	0	0	13	0	0	0	0	146	0	56	0	6	0	0	0	9	0	0	0	0	0	15	0	0	0	0	0	0	0	20	0	0	27	0	0	0	0	0	48974	0	0	0	6	10	0	0	0	0	0	0	0	4	3217	0	60	0	0	0	862	0	0
RT81	Root Tip	Tree	Day_of_Harvest	25	Recent_Cut	Salvage_Harvested	Wet	2399	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	773	0	0	12	0	0	22	0	0	0	0	0	0	0	0	0	0	0	47	0	4	0	3	0	0	0	0	0	0	0	472	0	0	0	16	0	0	0	0	0	0	0	0	0	67	0	35	9	0	0	0	0	0	8	0	0	0	0	52	981	1095	0	21	0	0	0	0	0	0	0	0	0	0	634	0	0	0	0	0	145	0	0	0	0	0	0	0	0	6	0	0	0	0	577	0	0	5	227	0	0	0	0	0	0	0	2	0	0	0	0	239	0	63	0	0	0	0	0	5221	0	0	0	2	0	22	0	0	0	0	0	391	0	91	0	0	0	0	0	0	0	0	14128	0	0	0	8	0	0	0	0	0	19	0	0	10	15103	0	0	0	0	0	29	0	0
RT9	Root Tip	Tree	Day_of_Harvest	6	2ndPreMPB	Non_Salvage_Harvested	Wet	881	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	6	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	7	0	0	0	0	0	0	56	0	0	0	0	0	269	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	16	190	0	0	0	0	0	0	0	0	0	0	10	0	66	0	9	0	0	0	0	0	10	0	0	0	0	0	257	0	0	0	0	0	10435	0	102	0	0	0	0	2	0	0	0	30300	0	0	0	0	0	0	0	0	0	0	0	0	3	50190	0	0	0	0	0	444	0	0
