Sample	Sample_Type	Tree	Time_Point	Replicate	Treatment_LandUseHistory	MPB_Impacted	Treatment_Moisture	Acephala	Achroiostachys	Agaricus	Alternaria	Amanita	Antrodiella	Apiotrichum	Apseudocercosporella	Ascochyta	Aspergillus	Aureobasidium	Auricularia	Barrenia	Basidioascus	Beauveria	Bergerella	Bovista	Cadophora	Calonarius	Calvatia	Candida	Candolleomyces	Ceratobasidiaceae_gen_Incertae_sedis	Chaetomium	Chaetospermum	Chalara	Chroogomphus	Chrysozyma	Cladophialophora	Cladosporium	Clarireedia	Clitopilus	Clonostachys	Coleophoma	Coniochaeta	Coprinellus	Coprinopsis	Cortinarius	Cosmospora	Cristulariella	Curvularia	Cutaneotrichosporon	Cyphellophora	Cystobasidium	Darksidea	Debaryomyces	Didymosphaeria	Diversispora	Dothiora	Emericellopsis	Entoloma	Entomocorticium	Epicoccum	Erysiphe	Filobasidium	Fonsecaea	Fontanospora	Funneliformis	Furcasterigmium	Fusarium	Gaeumannomyces	Ganoderma	Gliomastix	Gloeopycnis	Gymnopilus	Gyoerffyella	Hanseniaspora	Harzia	Hebeloma	Helotiales_gen_Incertae_sedis	Humicola	Hyaloscyphaceae_gen_Incertae_sedis	Hydnum	Hygrophorus	Hypoderma	Ilyonectria	Inocybe	Juncaceicola	Knufia	Laccaria	Lachnum	Lactarius	Lentithecium	Leohumicola	Leucosporidium	Linnemannia	Lophiostoma	Lycoperdon	Lyophyllum	Macroconia	Mallocybe	Mariannaea	Megalocystidium	Metapochonia	Microbotryum	Microdochium	Minimelanolocus	Morchella	Mortierella	Mrakia	Mucor	Mycena	Mycodidymella	Myrtapenidiella	Naganishia	Neoantrodia	Neoascochyta	Neocucurbitaria	Neodidymelliopsis	Neofabraea	Neophaeomoniella	Nigrospora	Nodulosphaeria	Oculimacula	Odontia	Panaeolina	Papiliotrema	Parabartalinia	Paraboeremia	Paraleptosphaeria	Paraphaeosphaeria	Paraphoma	Penicillium	Pezicula	Peziza	Phenoliferia	Phialocephala	Phlebia	Phlebiopsis	Phlegmacium	Piloderma	Plectosphaerella	Pluteus	Polyozellus	Psathyrella	Pseudeurotium	Pseudofusicoccum	Pseudogymnoascus	Pseudopezicula	Pseudophaeomoniella	Pseudosperma	Pseudoteratosphaeria	Pyrenochaetopsis	Rhizopogon	Rhodosporidiobolus	Rhodotorula	Rickenella	Russula	Sarcodon	Satchmopsis	Sclerostagonospora	Sebacina	Selenophoma	Septoriella	Serendipita	Serendipitaceae_gen_Incertae_sedis	Simplicillium	Solicoccozyma	Stagonospora	Stagonosporopsis	Strobilurus	Subulicystidium	Suillus	Symmetrospora	Talaromyces	Thaxterogaster	Thelephora	Thelephoraceae_gen_Incertae_sedis	Thelonectria	Thyronectria	Tolypocladium	Tomentella	Tomentellopsis	Torula	Trichocladium	Trichoderma	Tricholoma	Tricladium	Tubaria	Umbelopsis	Unknown	Vacuiphoma	Venturia	Verticillium	Vishniacozyma	Vuilleminia	Wilcoxina	Xenodidymella	Xenopenidiella
SFSP157	Rhizosphere	Tree	Day_of_Harvest	4	2ndPostMPB	MPB	Wet	227	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	27	0	0	0	0	0	0	0	989	0	11	28	0	0	24	0	17	0	0	0	32	0	0	0	62	0	16	0	0	0	5	0	0	0	0	0	0	0	319	0	0	0	63	0	0	0	0	0	0	0	0	2	0	0	16	18	0	0	0	142	0	127	0	51	20	0	70	607	6137	0	0	0	0	0	0	0	0	0	0	0	0	1396	17	0	0	10	0	125	0	0	0	0	8	0	0	2	66	0	0	0	0	557	0	0	1556	308	0	2	0	0	0	0	0	9	0	0	0	0	1717	0	69	0	0	0	0	0	110	0	573	0	95	0	556	0	8	0	22	0	7	0	3108	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	13	0	0	0	13	17944	0	2	11	0	0	1311	0	0
SFSP158	Rhizosphere	Tree	Day_of_Harvest	5	2ndPostMPB	MPB	Wet	366	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	19	0	0	0	0	0	0	0	196	0	0	15	0	5	10476	0	19	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	303	0	0	0	300	0	6	0	0	0	0	0	0	0	33	0	25	0	0	0	0	0	0	23	0	4	0	0	537	282	4044	0	35	0	0	0	0	0	0	0	0	0	0	46	285	0	0	20	0	13	0	0	0	0	0	0	0	0	22	0	0	0	8	238	0	123	0	15	0	0	0	0	0	0	0	3	0	0	0	0	589	0	446	0	0	0	0	0	6	0	25	0	0	0	195	0	0	0	0	0	0	0	1949	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	55	0	0	0	12	19100	0	55	0	0	0	113	0	0
SFSP159	Rhizosphere	Tree	Day_of_Harvest	9	2ndPostMPB	MPB	Wet	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	523	0	0	30	0	0	33	49	21	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	556	0	0	0	358	0	0	0	0	0	0	0	0	0	27	0	12	13	0	0	0	70	0	85	0	0	6	0	172	463	22602	0	0	0	0	0	0	0	0	0	0	0	0	125	36	0	0	37	0	290	0	0	0	0	3	0	0	0	122	0	0	0	0	242	0	9	1659	136	0	2	0	0	0	0	0	10	0	0	0	0	1182	0	432	0	0	0	0	0	0	0	487	0	14	0	438	0	14	0	0	0	93	0	5824	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	2	0	0	0	24073	0	20	0	0	0	20	0	0
SFSP160	Rhizosphere	Tree	Day_of_Harvest	17	2ndPostMPB	MPB	Wet	160	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	729	0	8	14	0	0	27	24	16	0	0	0	10	6	0	0	149	0	10	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	512	0	0	0	0	0	0	0	0	0	11	0	11	5	0	0	0	17	0	167	0	18	7	0	205	719	7775	0	0	0	0	0	0	0	0	0	0	0	0	9175	10	0	0	98	0	142	0	0	0	0	8	0	0	0	131	0	0	0	0	302	0	0	101	306	0	0	0	0	0	0	0	7	0	0	0	0	1705	0	208	0	0	0	0	0	4	0	380	0	31	0	414	0	8	0	0	0	724	0	2801	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	6	44460	0	0	0	0	0	246	0	0
SFSP161	Rhizosphere	Tree	Day_of_Harvest	18	2ndPostMPB	MPB	Wet	186	0	0	12	0	0	0	0	0	0	0	0	0	6	0	0	0	66	0	2	0	0	0	0	0	775	0	6	21	0	0	23	10	68	0	0	0	75	7	0	0	51	0	43	0	0	0	0	0	0	0	0	0	0	0	285	0	2	0	132	0	0	0	0	0	0	0	0	0	22	0	30	11	0	0	0	187	0	133	0	52	100	0	150	897	10113	0	0	0	0	0	0	0	0	0	0	0	0	3702	9	0	0	11	0	84	0	0	0	0	11	0	0	0	68	0	0	0	5	324	0	0	428	549	0	0	0	0	0	0	0	23	0	0	0	0	2459	0	495	0	0	0	0	0	19	0	842	0	363	2	657	0	32	0	18	0	13	0	4663	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	9	0	0	0	8	23675	0	119	0	0	0	2467	0	0
SFSP162	Rhizosphere	Tree	Day_of_Harvest	25	2ndPostMPB	MPB	Wet	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	430	0	8	17	0	0	34	8	63	0	0	0	8	0	0	0	73	0	8	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	109	0	177	0	44	19	0	51	524	7645	0	2	0	0	0	0	0	0	0	0	0	0	2658	12	0	0	25	0	93	0	0	0	0	6	0	0	0	89	0	0	0	0	200	0	0	38	366	0	2	0	0	0	0	0	38	0	0	0	0	1996	0	45	0	0	0	0	0	0	0	445	60	114	0	715	0	13	0	4	0	0	0	3263	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	5	0	0	0	0	14349	0	5	0	0	0	1327	0	0
SFSP163	Rhizosphere	Tree	Day_of_Harvest	26	2ndPostMPB	MPB	Wet	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	213	0	0	0	0	101	0	0	391	0	0	69	0	3	589	7	13	17	0	0	16	0	0	0	19	0	160	0	0	0	6	0	0	0	0	0	0	0	295	0	0	0	89	0	0	0	0	0	0	0	0	2	0	0	23	20	0	0	0	141	0	318	0	81	33	0	179	601	7763	0	0	4	0	0	0	0	0	0	0	0	0	2345	8	0	0	84	0	447	0	0	0	0	10	0	0	12	109	0	0	22	0	379	0	0	626	486	0	0	0	0	0	0	0	30	0	0	0	0	3656	0	498	0	0	0	0	0	16	0	423	0	302	0	629	0	63	0	9	0	5	0	8314	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0	0	6	17885	0	8	8	0	0	797	0	0
SFSP164	Rhizosphere	Tree	Day_of_Harvest	9	Recent_Cut	MPB	Wet	246	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	26	28	0	0	0	0	10	0	0	0	0	8	0	0	17	0	61	0	0	0	7	0	0	6	0	0	0	0	112	0	0	0	617	0	0	9	0	0	0	0	0	0	0	0	61	26	0	0	0	12	0	7	0	0	0	0	14	510	8849	0	12	5	0	0	0	0	0	0	0	0	0	454	2034	0	0	41	0	285	0	0	0	0	0	0	0	0	12	0	0	0	0	461	0	0	43	111	0	0	0	0	0	0	8	38	0	0	0	0	523	0	135	0	0	0	0	0	2	0	20	0	0	0	37	0	0	0	0	4	0	0	472	0	0	54	0	0	0	0	0	2514	0	0	0	0	0	0	0	0	0	6	0	0	3	11759	0	80	0	0	0	19	0	0
SFSP165	Rhizosphere	Tree	Day_of_Harvest	15	Recent_Cut	MPB	Wet	208	0	0	8	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12028	0	0	184	0	0	19	0	0	24	0	3	0	0	0	0	21	0	0	37	0	11	0	0	15	0	0	0	0	0	0	0	0	147	0	0	0	518	0	0	0	0	0	0	0	0	0	19	0	39	6	0	0	0	9	0	0	0	0	0	0	0	397	10302	0	2	2	0	0	0	0	0	0	0	0	0	505	1188	0	0	58	0	20	0	0	0	0	0	0	0	0	8	0	0	0	0	42	0	0	0	64	5	0	0	0	0	0	0	9	0	0	0	0	407	0	224	0	0	0	0	0	0	0	8	0	4	0	73	0	0	0	0	0	0	0	385	0	0	16	0	0	0	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	0	7	9052	0	11	0	0	0	18	0	0
SFSP166	Rhizosphere	Tree	Day_of_Harvest	16	Recent_Cut	MPB	Wet	155	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	251	0	5	0	0	0	11681	0	0	0	0	0	0	0	0	0	49	0	4	0	0	0	0	0	0	3	0	0	0	0	39	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	35	8	0	0	13	4	0	0	0	0	0	0	0	279	6995	0	0	0	0	0	0	0	0	0	0	0	0	237	285	0	0	2	0	27	0	0	0	0	0	0	0	0	33	0	0	0	5	4	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	210	0	71	0	0	0	0	0	5	0	11	0	0	0	15	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	4027	0	0	0	0	0	0	0	0	0	0	0	0	17	7370	0	5	5	0	0	0	0	0
SFSP167	Rhizosphere	Tree	Day_of_Harvest	17	Recent_Cut	MPB	Wet	123	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	10	29	0	0	11507	0	0	0	0	0	0	0	0	0	56	0	27	0	219	0	0	0	0	4	0	0	0	0	294	0	0	0	164	0	0	0	0	0	0	0	0	0	23	0	30	7	0	0	65	2	0	5	0	0	0	0	7	547	8459	0	0	0	0	0	0	0	0	0	0	0	0	820	1168	0	0	10	0	61	0	0	0	0	0	0	0	0	82	0	0	0	0	136	0	0	0	64	0	0	0	0	0	0	0	14	0	0	0	0	459	0	541	0	0	0	0	0	7	0	14	0	0	0	21	0	0	0	0	0	0	0	624	0	0	29	0	0	0	0	0	3120	0	0	0	0	0	0	0	0	0	0	0	0	15	15179	0	41	0	0	0	15	0	0
SFSP168	Rhizosphere	Tree	Day_of_Harvest	20	Recent_Cut	MPB	Wet	301	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15679	0	0	623	0	4	27	0	0	28	0	9	0	0	0	2	29	0	0	53	0	3	0	0	0	0	0	0	12	0	0	0	0	248	0	0	0	721	0	2	0	0	0	0	0	0	2	13	0	66	10	0	0	14	8	0	17	0	0	0	0	32	1867	10934	0	4	0	0	0	0	0	0	0	0	0	0	368	625	0	0	139	0	333	0	0	0	0	5	0	0	0	100	0	0	0	0	1619	0	0	0	448	0	0	0	0	0	0	8	26	0	0	5	0	843	0	314	0	0	0	0	0	0	0	9	23	0	0	64	0	0	0	0	0	0	0	1006	0	0	26	0	0	0	0	0	3277	0	0	0	0	0	0	0	0	0	10	0	0	24	21747	0	133	0	0	0	100	0	0
SFSP169	Rhizosphere	Tree	Day_of_Harvest	22	Recent_Cut	MPB	Wet	334	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	0	0	347	0	0	20	0	0	24294	0	10	0	0	0	7	184	0	0	35	0	123	0	3	0	0	0	0	2	0	0	0	0	125	0	0	0	396	0	2	0	0	0	0	0	0	0	0	0	46	39	0	0	20	18	0	8	0	13	0	0	0	388	22846	0	7	0	0	0	0	0	0	0	0	0	0	773	4046	0	0	52	0	381	0	0	0	0	4	0	0	0	38	0	0	0	0	183	0	0	9	290	0	0	0	0	0	0	0	24	0	0	0	0	477	0	255	0	0	0	0	0	6	0	16	0	0	2	41	0	0	0	0	0	0	0	705	0	0	7	0	0	0	0	0	64	0	0	0	32	0	0	0	0	0	0	0	0	8	8194	0	6	0	0	0	25	0	0
SFSP170	Rhizosphere	Tree	Day_of_Harvest	26	Recent_Cut	MPB	Wet	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	410	0	4	52	0	0	10518	0	9	0	0	0	7	0	0	0	33	0	321	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	174	0	0	0	0	0	0	0	0	0	16	0	66	11	0	0	0	16	0	9	0	13	0	0	0	834	12234	0	3	4	0	0	0	0	0	0	0	0	0	11	404	0	2	36	0	428	0	0	0	0	0	0	0	0	19	0	0	0	0	184	0	0	8	134	0	0	0	0	0	0	0	41	0	5	0	0	299	0	74	0	0	0	0	0	4	0	49	0	0	0	79	0	0	0	0	0	0	0	483	0	0	23	0	6	0	0	0	4181	0	0	0	0	0	0	0	0	0	0	0	0	4	18111	0	169	0	0	0	16	0	0
SFSP171	Rhizosphere	Tree	Day_of_Harvest	27	Recent_Cut	MPB	Wet	287	0	2	3	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	0	0	4	0	0	363	0	31	0	0	0	0	0	0	0	16	0	64	0	0	0	0	0	0	7	0	0	0	0	115	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	78	3	0	0	20	26	0	5	0	0	0	0	3	835	11789	0	8	0	0	0	0	0	0	0	0	0	0	115	178	0	0	43	0	129	0	0	0	0	0	0	0	0	15	0	0	0	0	251	0	0	6	168	0	0	0	0	0	0	0	18	0	0	0	0	470	0	110	0	0	0	0	0	10	0	17	0	0	0	141	0	0	0	0	0	10	0	632	0	0	47	0	0	0	0	0	5145	0	0	0	4	0	0	0	0	0	3	0	0	14	12727	0	26	0	0	0	9	0	0
SFSP84	Rhizosphere	Tree	Day_of_Harvest	1	2ndPreMPB	Non_MPB	Wet	122	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	166	0	29	139	0	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	230	3	0	0	71	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	8	0	71	4	7	5	0	0	911	8960	0	3	2	0	0	0	0	0	0	0	0	0	13	63	0	0	49	0	68	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	1399	87	0	0	0	0	0	0	0	2	0	0	0	0	542	0	132	0	0	0	0	0	6	0	35	0	0	0	2412	0	0	0	60	0	396	0	1603	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	19	0	0	0	5	34029	0	33	0	0	0	12	0	0
SFSP85	Rhizosphere	Tree	Day_of_Harvest	6	2ndPreMPB	Non_MPB	Wet	124	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	54	0	0	19	0	0	0	0	0	0	0	0	0	0	0	32	0	8	0	5	0	0	0	0	0	0	0	173	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	9	0	46	0	40	6	0	0	626	4576	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	92	0	76	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	9651	37	0	0	0	2	0	0	0	14	0	0	0	0	270	0	84	0	0	0	0	0	8	0	22	0	0	0	1375	0	0	0	58	0	1817	0	2480	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	14	0	0	0	0	23544	0	18	0	0	0	51	0	0
SFSP86	Rhizosphere	Tree	Day_of_Harvest	7	2ndPreMPB	Non_MPB	Wet	543	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	178	0	66	109	0	10	10	0	0	0	0	0	9	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	126	0	0	0	0	0	0	0	0	0	32	0	52	2	0	0	0	41	0	62	4	14	35	0	0	3454	7287	0	11	0	0	0	0	0	0	0	0	0	0	12	59	0	0	18	0	17	0	0	0	0	24	0	0	0	472	0	0	0	0	11	0	0	61	568	0	0	0	0	0	0	0	19	0	0	2	0	1250	0	26	0	0	0	0	0	14	0	51	0	0	0	2490	0	0	0	0	0	992	0	1171	0	0	0	0	0	0	0	0	3281	0	0	0	0	0	0	0	0	199	0	0	0	40	26866	0	42	0	0	0	133	0	0
SFSP87	Rhizosphere	Tree	Day_of_Harvest	13	2ndPreMPB	Non_MPB	Wet	316	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	338	0	29	557	0	0	27	0	21	24	0	0	13	12	0	0	0	0	6	0	8	0	2	0	0	0	0	0	0	0	626	7	0	0	247	0	0	0	0	0	0	0	0	0	40	0	35	0	0	0	0	87	0	125	0	0	36	0	34	1951	17541	0	9	0	0	0	0	0	0	0	0	0	0	32	75	0	0	50	0	104	0	0	0	0	52	0	0	0	76	0	0	0	0	15	0	0	9741	781	0	0	0	0	0	0	0	22	0	0	3	0	1304	0	159	0	0	0	0	0	15	0	26	0	0	0	2010	0	0	0	0	0	4353	0	3320	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	11	2	0	0	7	22958	0	184	0	0	0	123	0	0
SFSP88	Rhizosphere	Tree	Day_of_Harvest	17	2ndPreMPB	Non_MPB	Wet	635	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	237	0	6	90	0	0	22	0	0	0	0	0	8	0	0	0	26	0	46	0	0	0	5	0	0	3	0	0	0	0	264	32	0	0	355	0	0	0	0	0	0	0	0	0	39	0	63	0	0	0	0	15	0	82	0	131	3	0	20	2438	16035	0	5	0	0	0	0	0	0	0	0	0	0	16	30	0	0	47	0	26	0	0	0	0	35	0	0	0	90	0	0	0	0	7	0	0	3630	956	0	0	0	0	0	0	0	32	0	9	0	0	502	0	63	0	0	0	0	0	130	0	73	0	0	0	2743	0	0	0	0	0	1744	0	1888	0	0	0	0	0	0	0	0	3538	0	0	0	0	0	0	0	0	10	0	0	0	27	52773	0	13	0	0	0	61	0	0
SFSP89	Rhizosphere	Tree	Day_of_Harvest	22	2ndPreMPB	Non_MPB	Wet	229	0	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	30	29	0	0	13	0	0	0	0	0	4	0	0	0	0	0	107	0	8	0	0	0	0	0	0	0	0	0	87	9	0	0	150	0	0	0	0	0	0	0	0	0	13	0	18	0	0	0	0	11	0	33	0	6	31	0	12	1110	9259	0	0	0	0	0	0	0	0	0	0	0	0	9	30	2	0	8	0	32	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	300	371	0	0	0	0	0	0	0	33	0	0	0	0	426	0	77	0	0	0	0	0	22	0	33	0	0	0	1125	0	0	0	0	0	851	0	1136	0	0	0	0	6	0	0	0	53	0	0	0	3	0	0	0	0	7	0	0	0	8	29721	0	8	0	0	0	66	0	0
SFSP90	Rhizosphere	Tree	Day_of_Harvest	24	2ndPreMPB	Non_MPB	Wet	232	0	0	0	0	0	1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	32	133	0	0	12	0	8	0	0	0	0	0	0	0	0	0	12	0	23	0	0	0	0	0	0	0	0	0	348	7	0	0	385	0	0	0	0	0	0	0	0	0	42	0	24	0	0	0	0	19	0	86	4	0	39	0	19	1150	6947	0	2	0	0	0	0	0	0	0	0	0	0	4	254	0	0	72	0	36	0	0	0	0	14	0	0	0	68	0	0	0	0	0	0	0	4904	252	0	0	0	0	0	0	0	12	0	0	0	0	1436	2	20	0	0	0	0	0	3	0	13	0	0	0	1592	0	0	0	0	0	3237	0	832	0	0	0	0	0	0	0	0	1234	0	0	0	0	0	0	0	0	17	0	0	0	6	18386	0	76	0	0	0	28	0	0
SFSP91	Rhizosphere	Tree	Day_of_Harvest	28	2ndPreMPB	Non_MPB	Wet	220	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	85	0	83	124	0	0	0	0	12	0	0	0	5	0	0	0	0	0	16	0	4	0	5	0	0	0	0	0	0	0	201	8	0	0	199	0	2	0	0	0	0	0	0	0	30	0	33	0	0	0	0	50	0	61	12	31	51	0	2	1292	9805	0	6	0	0	0	0	0	0	0	0	0	0	9	124	0	0	19	0	21	0	0	0	0	26	0	0	0	23	0	0	0	0	0	0	0	544	156	0	0	0	0	0	0	0	28	0	0	0	0	533	0	35	0	0	0	0	0	0	0	24	0	0	0	1266	0	0	0	0	0	1691	0	1120	0	0	0	0	0	0	0	0	1697	0	0	0	0	0	0	0	0	5	0	0	0	17	17779	0	5	0	0	0	84	0	0
